URUT,R101,R102,R105,FOOD,NONFOOD,EXPEND,KAPITA,KALORI_KAP,PROTE_KAP,LEMAK_KAP,KARBO_KAP,R1802,R1810A,R2001B,R2001C,R2001D,R2001F,R2001G,R2001H,R2001K,R2001M,Banyak_Anak
506992,32,76,1,6946414.285714289,6455333.333333335,13401747.61904762,3350436.904761906,2919.411303571429,85.23526224489795,69.16736326530614,372.2962928571428,2,1,1,5,5,5,5,1,5,1,2
507106,32,76,1,1861714.285714286,1569166.666666666,3430880.952380953,1715440.476190476,3051.727857142857,100.19825,47.95925,460.1907857142856,3,4,1,5,5,5,5,5,5,5,0
507107,32,76,1,2361000,3023833.333333333,5384833.333333333,1794944.444444444,2234.211258503401,60.71951361,43.67870068027209,330.4553333333332,3,4,1,5,5,5,5,1,5,5,1
507126,32,76,1,1967014.285714285,3014166.666666667,4981180.952380953,1660393.650793651,1549.233571428571,47.82652380952381,39.85752380952381,227.6527142857143,1,4,1,1,5,5,5,1,5,1,1
507156,32,76,1,3157714.285714285,2122666.666666666,5280380.952380952,1056076.19,1404.978265306122,48.18086734693876,31.32627551020408,183.8665571428571,1,5,1,5,5,5,1,1,5,1,1
507158,32,76,1,3588857.142857143,1645249.999999999,5234107.142857143,1308526.785714285,2174.465140306122,83.59333928571432,73.79082397959183,259.54,3,2,1,5,5,5,5,5,5,5,2
507193,32,76,1,1874742.857142856,1890416.666666666,3765159.523809523,753031.9047619046,1307.415428571428,38.24164285714285,25.59891428571427,193.2981142857142,3,4,1,5,5,5,5,1,5,1,3
507244,32,76,1,13191000,30041733.33333333,43232733.33333333,7205455.555555555,2617.618027210884,87.96720068,91.00910884353743,313.2654047619047,1,1,1,1,5,1,1,1,1,1,2
507247,32,76,1,9873857.143,22325166.66666667,32199023.80952381,8049755.952380953,2510.828214285714,85.72903571,53.60408928571428,338.6470714285714,1,1,1,1,5,1,1,1,1,1,2
507248,32,76,1,7092428.571428569,10639000,17731428.57142857,4432857.142857142,2338.886280612244,79.23939540816328,93.08007244897964,260.1689785714286,1,1,1,1,5,1,1,1,1,1,2
507249,32,76,1,1691271.428571428,4649750,6341021.428571428,3170510.714285714,1845.253571428571,66.41946428571428,40.57,254.5976428571428,1,1,1,1,5,1,5,5,1,1,0
507281,32,76,1,7348285.714285715,7031333.333333333,14379619.04761904,4793206.349206349,2419.304421768707,73.72807142857143,74.23143537414965,286.7338809523809,1,2,1,5,5,1,1,1,5,1,2
507288,32,76,1,2883985.714285714,14835166.66666666,17719152.38095238,17719152.38095238,3615.491836734694,97.74622448979588,72.80706122,416.2745714285714,1,1,1,1,5,1,1,5,1,1,0
507322,32,76,1,5041285.714285714,9185083.333333332,14226369.04761904,2845273.809523809,1801.417653061224,55.36287346938777,53.50795510204081,223.0626,1,4,1,1,5,1,1,1,5,1,3
507346,32,76,1,955714.2857142856,583000,1538714.285714285,769357.1429,2165.852142857142,57.6875,55.20714285714285,330.3982142857142,1,2,5,5,5,5,5,5,5,5,0
507351,32,76,1,3495728.571428572,3215083.333333333,6710811.904761906,1677702.976190476,2321.627614795918,67.95338010204082,65.13524489795915,300.04075,1,4,1,5,5,1,5,1,5,1,2
507359,32,76,1,4170428.571428571,4326333.333333332,8496761.904761901,2124190.476190475,1603.336979591837,47.24057448979591,50.17291836734694,195.4870892857142,3,1,1,5,5,1,1,1,5,5,2
507366,32,76,1,823714.2857142859,1032666.666666666,1856380.952380952,1856380.952380952,3191.016020408163,88.72491836734694,67.03808163265306,349.7085714285713,1,4,1,5,5,5,5,5,5,1,0
507369,32,76,1,3251571.428571428,3164833.333333333,6416404.761904761,1604101.19,1573.897168367346,51.45559439,56.96610204081633,192.4277321428571,3,2,1,1,5,5,1,1,5,5,2
507372,32,76,1,5385857.142857143,7225883.333333333,12611740.47619047,3152935.119047619,2031.596785714285,60.20576785714285,38.69164285714285,304.1495357142857,1,4,1,1,5,1,5,5,5,1,2
507375,32,76,1,2104714.285714285,2806416.666666666,4911130.952380953,982226.1904761906,1485.275791836734,38.96752693877552,21.97778734693877,222.4642085714285,1,2,1,5,5,1,5,1,5,1,3
507383,32,76,1,3947871.428571429,3182333.333333333,7130204.761904763,1188367.46,1792.032707482993,59.34598911564626,42.30473946,245.2377238095237,1,1,1,5,5,1,1,1,5,1,4
507405,32,76,1,3040285.714285713,4884000,7924285.714285714,2641428.571428571,2939.639285714285,75.57782312925168,103.7385544217687,352.7204761904762,3,4,5,5,5,5,5,5,5,5,2
507559,32,76,1,6711000,31561500,38272500,19136250,3371.127168367346,100.2098316,94.62712244897952,475.0272142857142,1,1,1,1,5,1,5,1,1,1,0
507851,32,76,1,2808428.571,4031083.333333333,6839511.904761904,1709877.976190476,2456.636326530612,64.72058673469388,75.42359183673469,339.2079107142857,1,4,1,5,5,1,5,5,5,1,2
507859,32,76,1,5176714.285714285,7181416.666666667,12358130.95238095,4119376.984126984,2261.981156462585,71.94676870748297,65.44344217687076,342.2905714285714,1,1,1,5,5,1,1,1,5,1,1
507868,32,76,1,1930285.714285713,569833.3333333333,2500119.047619047,625029.7619047617,1741.165749999999,52.67093928571428,49.83403214285714,221.3245107142857,2,2,5,5,5,5,5,5,5,5,2
507877,32,76,1,5665714.285714284,25151083.33333333,30816797.61904761,15408398.81,2733.022551020408,84.75547449,74.50670408,338.8719285714284,1,1,1,5,5,1,1,1,1,1,0
507897,32,76,1,10769142.85714285,19972066.66666666,30741209.52380951,4391601.360544216,1586.152864431486,54.57226530612245,37.63394169096209,212.6875510204081,1,1,1,1,5,1,1,1,1,1,3
507903,32,76,1,7456671.428571429,9970250,17426921.42857142,4356730.357142857,2369.834132653061,75.76915867346939,73.39255918367348,307.4446392857143,1,2,1,5,5,1,1,1,5,1,2
507909,32,76,1,3386614.285714286,6073166.666666666,9459780.952380951,3153260.317460317,2213.303585034013,60.72666326530612,33.05692517006803,331.4911428571429,1,2,1,5,5,5,5,1,5,1,1
507937,32,76,1,9374571.428571427,8410833.333333332,17785404.76190476,4446351.19,2780.898571,76.54764285714288,76.18339285714283,366.6468571428572,1,4,1,5,5,5,1,1,1,1,2
507996,32,76,1,5136000,4401916.666666666,9537916.666666668,4768958.333333333,4374.913086734693,173.1110816,116.4965612244897,546.1622857142856,1,2,1,5,5,5,5,1,5,1,1
508229,32,76,1,1044685.714285714,2379833.333333333,3424519.047619047,3424519.047619047,1753.009285714285,54.28500000000001,46.32571428571428,233.8903571428571,1,4,1,5,5,5,5,5,5,1,0
508336,32,76,1,4068857.142857142,3468166.666666666,7537023.809523808,2512341.269841269,2308.651479591836,71.48729252,74.07519047619049,302.9896190476191,1,4,1,1,5,5,1,1,5,1,1
508337,32,76,1,9612857.142857144,25505423.33333333,35118280.47619047,8779570.119,2131.325367346938,77.85786224489794,63.90527806122448,262.8331071428571,1,1,1,1,5,1,1,1,1,1,1
508369,32,76,1,12167999.99999999,27840500,40008500,10002125,3433.346094387754,118.6002331632653,93.72978469387752,430.3250892857142,1,1,1,1,5,1,5,1,1,1,2
508382,32,76,1,2993571.428571428,3843083.333333333,6836654.761904761,1709163.69,2007.461428571428,51.77455357142856,41.48103571428571,294.6798928571428,1,4,1,5,5,1,1,1,5,1,2
508391,32,76,1,2111571.429,2420466.666666666,4532038.095238097,4532038.095238097,4450.268571,123.3785918367346,88.85551020408163,636.4628571428572,1,4,1,5,5,5,5,5,5,1,0
508406,32,76,1,3036085.714285714,2468500,5504585.714285714,1376146.428571428,1745.785267857142,52.35223214285714,48.75239285714285,241.3020714285713,1,4,1,5,5,5,5,1,5,1,2
508427,32,76,1,6672728.571428569,16817416.66666666,23490145.23809523,7830048.412698411,2909.408965986395,106.8944353741496,161.2079183673468,263.4087142857142,1,1,1,1,5,1,1,1,1,1,1
508481,32,76,1,5880771.428571428,10789749.99999999,16670521.42857142,5556840.476190473,3127.728027210884,94.97089116,61.30515646258503,463.7224047619046,1,4,1,5,5,1,1,1,5,1,2
508539,32,76,1,2947285.714285715,3757166.666666666,6704452.381,2234817.46,3017.082381,89.04019047619046,57.64638095238095,380.1837619047619,2,1,1,1,5,1,1,1,5,1,2
508557,32,76,1,10525114.28571428,19995166.66666667,30520280.95238095,5086713.492063492,2182.49369,87.84892857142857,55.27784523809523,284.6622261904762,1,1,1,1,5,1,1,1,1,1,1
508559,32,76,1,6638571.428571428,8655416.666666668,15293988.09523809,5097996.031746032,2717.397414965986,90.91212585034016,81.65365986394559,313.5439285714285,1,1,1,1,5,1,5,1,5,1,1
508562,32,76,1,9025714.285714284,9261916.666666668,18287630.95238095,9143815.476190476,2666.666428571428,75.49857142857142,84.02685714285715,434.6388571428572,1,1,1,1,5,1,1,1,1,1,0
508566,32,76,1,1521428.571428571,1121666.666666666,2643095.238095238,881031.7460317462,1763.241904761904,50.51297619,49.93604761904761,234.3744999999999,2,4,1,5,5,5,5,5,5,5,1
508568,32,76,1,1919142.857142857,1781750,3700892.857142857,1233630.952380952,1846.339557823129,59.15550680272111,60.5607551,207.1916428571428,1,4,1,5,5,5,5,5,5,1,1
508580,32,76,1,6983999.999999999,4421166.666666666,11405166.66666666,3801722.222222221,3256.731972789115,92.52263265306124,69.89996259,424.2312380952379,1,4,1,5,5,5,5,1,5,1,1
508598,32,76,1,4565057.142857143,2633833.333333333,7198890.476190476,2399630.158730159,2671.021938775509,94.53036394557824,65.36289795918368,323.3551666666666,1,4,1,5,5,5,5,5,5,1,1
508604,32,76,1,2556428.571,2639000,5195428.571,1039085.714285714,1613.296714285714,49.03419999999999,44.21088571428572,205.4894571428571,1,2,1,1,5,1,5,1,5,1,3
508626,32,76,1,1498114.285714285,7300916.666666665,8799030.952380951,8799030.952380951,1390.23,52.758,39.75757142857143,181.5429999999999,1,2,1,1,1,5,1,5,5,1,0
508628,32,76,1,1966285.714285714,1613083.333333333,3579369.047619047,3579369.047619047,2933.097346938775,138.5061938775509,93.33228571428572,296.2795714285715,2,2,5,5,5,5,5,5,5,5,0
508643,32,76,1,2273571.428571428,2109583.333333333,4383154.761904762,876630.9523809524,1420.956378,39.60503265306122,34.86645306122449,214.2750571428571,1,4,1,5,5,5,5,1,5,1,3
508650,32,76,1,977571.4285714284,1479083.333333333,2456654.761904762,1228327.380952381,1830.494464285714,50.34232142857141,40.47828571428571,277.3783214285713,2,2,1,5,5,5,5,1,5,5,1
508663,32,76,1,3103714.285714284,2085173.333333333,5188887.619047617,1729629.206349205,2783.798333333333,75.84978571428572,53.84219047619048,396.474381,1,4,1,5,5,5,1,1,5,1,1
508673,32,76,1,2288142.857142857,2232916.666666666,4521059.523809524,1507019.841269841,1879.769523809523,61.81485714285714,48.50133333333332,234.7618285714284,1,2,1,5,5,5,1,1,5,1,1
508679,32,76,1,2947714.285714285,11008083.33333333,13955797.61904761,4651932.54,2123.332381,56.95154761904763,56.7577381,274.1266666666666,1,2,1,1,5,1,5,1,5,1,2
508681,32,76,1,1245171.428571428,1370833.333333333,2616004.761904762,872001.5873015873,1450.309132653061,52.02424489795918,37.01613265306122,188.2792380952381,3,2,1,5,5,5,5,5,5,5,2
508682,32,76,1,1821428.571428571,2123083.333333333,3944511.904761904,1972255.952380952,2674.8125,59.56714285714283,48.41317857142858,414.0184999999999,1,4,1,5,5,5,5,1,5,1,0
508684,32,76,1,2437714.285714285,1736833.333333333,4174547.619047618,834909.5238095236,1246.179918367347,39.63411265306123,32.77551795918365,161.3507228571428,2,2,1,5,5,5,5,1,5,5,1
508715,32,76,1,2913857.142857143,7464416.666666668,10378273.80952381,5189136.904761905,1606.928214285714,69.73607142857144,63.77696428571427,156.2632142857143,1,4,1,1,5,1,5,1,1,1,0
508716,32,76,1,2838428.571428571,2050666.666666666,4889095.238095237,1222273.809523809,2224.314716836734,69.18208214285714,77.10529030612246,264.2007321,2,2,1,5,5,5,5,1,5,5,2
508722,32,76,1,4453285.714285714,6084083.333333331,10537369.04761904,2634342.261904761,1583.194323979592,50.22404337,37.12563520408163,207.4032714285714,1,4,1,5,5,1,1,1,5,1,2
508727,32,76,1,6841714.285714282,12451249.99999999,19292964.28571427,6430988.095238093,2369.334911564624,87.09321768707485,57.79472108843538,337.1576904761905,1,1,1,1,1,1,1,1,1,1,1
508741,32,76,1,10031571.42857142,30109750,40141321.42857142,8028264.285714285,1690.033091836734,60.73422857142859,46.53263673469389,194.4453142857143,4,1,1,1,5,1,1,1,1,5,2
508773,32,76,1,2837177.142857141,1737583.333333333,4574760.476190475,1143690.119047618,2501.686645408163,70.96681377551023,53.85760969387756,373.9819642857141,2,2,1,5,5,5,5,1,5,5,2
508795,32,76,1,6595885.714285714,20506450,27102335.71428571,9034111.904761905,1875.69619,56.34219047619047,68.23966666666666,214.9305714285714,1,1,1,1,1,1,1,1,1,1,1
508817,32,76,1,1715571.428571428,3934416.666666666,5649988.095238095,2824994.047619047,2217.543673469387,59.63809184,40.24519387755102,357.1183571,1,1,1,5,5,1,5,1,5,1,1
508854,32,76,1,6778285.714285713,15683333.33333333,22461619.04761904,5615404.761904762,2062.966854591836,76.42059081632655,68.86133367346937,200.5094428571428,1,1,1,5,5,1,1,1,5,1,2
508858,32,76,1,2145428.571428571,2053749.999999999,4199178.571,1049794.642857142,2128.891071428571,66.08080357142858,41.88721428571428,281.6291964285713,2,2,1,5,5,5,5,1,5,5,2
508883,32,76,1,3804000,6826916.666666666,10630916.66666666,3543638.888888889,2148.855986394557,76.29584014,53.49549319727891,281.3050952380951,1,4,5,5,1,1,1,1,5,1,1
508936,32,76,1,3181671.428571428,4528083.333333333,7709754.761904761,3854877.381,2787.067714285714,82.76863571428574,43.02397857142856,406.6640285714285,1,4,1,1,5,5,1,5,5,1,0
509006,32,76,1,3000857.142857141,2973166.666666667,5974023.809523809,2987011.904761904,2500.394795918366,95.20324489795924,54.35018367,298.4646428571428,1,4,1,5,5,5,5,1,5,1,0
509064,32,76,1,7518000,14311666.66666667,21829666.66666667,4365933.333333333,1795.967142857142,63.65652857142857,51.08507142857141,237.3986571428571,1,1,1,1,5,1,1,1,1,1,2
509081,32,76,1,2541857.142857142,3410916.666666666,5952773.809523809,1190554.761904761,1420.048126530611,39.91485387755103,43.19804612244898,190.4807285714285,1,4,1,5,5,1,5,1,5,1,3
509094,32,76,1,6017142.857142856,9295833.333333332,15312976.19047618,3828244.047619047,2475.661989795918,95.14598724489797,49.61767346938777,293.4373392857141,1,1,1,1,5,1,1,1,1,1,2
509117,32,76,1,1797428.571428571,1406249.999999999,3203678.571,800919.6428571427,1587.969382653061,53.30939795918366,37.54119489795918,228.9524464285714,3,2,1,5,5,5,5,1,5,5,2
509129,32,76,1,13021071.42857142,15446666.66666667,28467738.09523809,4066819.727891156,2343.579591836735,78.66382216,57.74870699708454,324.4717346938774,1,2,1,5,5,1,5,1,1,1,5
509134,32,76,1,1734857.142857142,3922666.666666667,5657523.809523809,5657523.809523809,2933.010959183673,91.66633469387754,34.73366530612244,484.3145714285713,1,4,1,5,5,5,5,5,5,1,0
509169,32,76,1,1795714.285714286,1057583.333333333,2853297.619,1426648.81,3441.242551020408,90.37008163265304,63.23523979591835,542.6218928571429,1,4,1,5,5,5,5,1,5,1,0
509196,32,76,1,4696714.285714285,9391000,14087714.28571428,3521928.571428571,2331.871096938774,70.92152295918366,56.01536989795918,327.806125,1,4,1,1,5,5,5,5,5,1,2
509223,32,76,1,7246285.714285714,9696166.666666666,16942452.38095238,2823742.063492063,2561.696581632654,82.06422109,60.75415986394558,359.6245476190477,1,2,1,1,5,1,5,1,1,1,2
509279,32,76,1,15886285.71428571,31346583.33333333,47232869.04761905,7872144.841269842,2457.869258503401,79.91322482993198,68.64332653061224,310.9533619047618,1,1,1,1,1,1,1,1,1,1,4
509307,32,76,1,11018571.42857142,11882250,22900821.42857142,3816803.571,2706.913962585034,82.72684013605442,76.25048129,345.5026904761904,1,1,1,1,5,1,1,1,5,1,2
509314,32,76,1,12277285.71428571,23200833.33333333,35478119.04761904,7095623.809523808,2120.852591836734,74.42967551020406,54.92328163265307,256.7488285714285,1,1,1,1,5,1,5,5,1,1,3
509315,32,76,1,2309999.999999999,3288083.333333334,5598083.333333333,1119616.666666666,1882.609878,51.29843265306123,54.84273877551019,259.2176428571429,1,4,1,5,5,1,5,1,5,1,3
509317,32,76,1,4003714.285714285,23735833.33333332,27739547.61904761,9246515.873015871,1427.402857142856,40.75916666666665,27.41216666666666,181.1960952380952,1,1,1,5,5,1,5,1,1,1,1
509325,32,76,1,3458142.857142856,6105750,9563892.857142858,2390973.214285714,1539.153966836734,47.54082908163265,36.48327806122448,199.32625,1,1,1,5,5,1,5,1,5,1,2
509333,32,76,1,3365571.428571427,5095749.999999999,8461321.428571427,4230660.714285713,2422.074795918367,85.53606632653062,72.12004081632652,324.5913571428571,1,3,1,5,5,1,1,5,1,1,1
509346,32,76,1,4682142.857142857,4931999.999999997,9614142.857142854,1922828.571,1897.589061224489,63.84830612244898,35.29570612244897,281.5323428571427,1,2,1,5,5,5,5,1,5,1,0
509351,32,76,1,2878714.285714285,2753833.333333333,5632547.619047619,1126509.523809523,2180.543857142856,87.89771714,50.94264285714284,297.5112714285713,1,4,1,5,5,1,5,1,5,5,3
509357,32,76,1,594857.1428571428,1967916.666666666,2562773.809523809,1281386.904761904,1449.308571428571,49.10732142857142,25.23521428571428,223.4954999999999,1,3,5,5,5,5,5,5,5,1,1
509363,32,76,1,3902142.857142857,5610916.666666668,9513059.523809526,2378264.880952381,2151.111875,71.32008929,60.17017857142858,303.8718392857143,1,1,1,1,5,1,5,1,1,1,2
509369,32,76,1,4417114.285714285,5062166.666666666,9479280.952380951,2369820.238095237,1798.566780612244,50.11688724489796,48.75522551020407,262.3774821428572,1,2,1,5,5,5,1,1,5,1,2
509385,32,76,1,5040685.714285711,4508333.333333333,9549019.047619045,1909803.809523809,1909.637663265306,63.67837551020409,40.21705306122449,280.8417714285713,1,2,1,5,5,5,1,1,5,1,1
509398,32,76,1,4369714.285714285,2721915,7091629.285714285,1772907.321428571,2803.761071428572,81.38112755102041,63.79136734693879,367.0712857142857,1,4,1,1,5,5,1,1,5,1,2
509409,32,76,1,5260885.714285713,9045833.333333332,14306719.04761904,3576679.761904761,2530.732920918368,77.99402295918368,73.99384948979592,321.7961964285714,1,3,1,1,5,1,1,1,1,1,2
509419,32,76,1,2473902.857142856,2375083.333333333,4848986.19,1616328.73,2122.480986394557,80.82557823129252,53.31665986394558,235.1307761904761,1,4,1,5,5,5,5,5,5,1,1
509429,32,76,1,3643714.285714285,6239500,9883214.285714284,2470803.571428571,1618.081147959183,59.90381887755102,47.89309183673469,182.2551964285714,1,2,1,1,5,5,5,1,5,1,2
509431,32,76,1,1826142.857142857,2920416.666666666,4746559.523809524,791093.254,1178.843928571428,33.78995238095238,24.37210714285714,171.4697261904761,1,4,1,5,5,5,5,1,5,1,2
509432,32,76,1,8532857.142857142,7340083.333333335,15872940.47619047,5290980.158730159,2772.456224489796,100.2510850340136,85.91728231292518,355.1383809523808,1,4,1,1,5,1,5,1,1,1,1
509447,32,76,1,1758428.571428571,2138583.333333333,3897011.904761905,1948505.952380952,2093.895816,71.17941326530612,50.19087244897961,245.5476071,1,4,5,5,5,5,5,1,5,1,1
509457,32,76,1,4402714.285714286,5750999.999999999,10153714.28571428,5076857.142857142,2420.051785714285,73.13367857142855,78.34864285714283,247.2119642857142,1,4,1,5,5,1,1,1,5,1,1
509460,32,76,1,1855285.714285714,1668500,3523785.714285714,880946.4285714286,1997.385701530611,66.11660459183673,37.52802040816327,261.4313749999999,1,4,1,5,5,5,5,1,5,1,2
509464,32,76,1,11562385.71428571,15008250,26570635.71428571,5314127.142857143,2493.132397959183,87.12379388,82.46444898,245.5943285714285,1,1,1,1,5,1,5,1,1,1,3
509536,32,76,1,6805388.571428568,5454045.833333332,12259434.40476189,4086478.134920632,4211.491598639456,114.0793619047618,164.3779204081632,526.1459095238095,1,4,1,5,5,1,5,1,5,1,1
509568,32,76,1,7505571.428571427,10321666.66666666,17827238.09523809,3565447.619047618,2130.209330612244,80.08377387755102,63.88900204081632,267.8319857142856,1,4,1,1,5,1,1,1,1,5,3
509569,32,76,1,4237285.714285714,9093083.333,13330369.04761904,3332592.261904761,2045.769872448978,70.61733163265306,57.04011836734694,256.5784249999999,1,4,1,1,5,1,5,1,5,1,2
509605,32,76,1,1195500,712500,1908000,954000,1088.930357142857,45.31607142857143,25.30871428571429,156.6827142857142,3,2,5,5,5,5,5,5,5,5,0
509610,32,76,1,4427151.428571428,5316583.333333333,9743734.762,974373.4762,1351.626704081632,44.44060204081633,32.22657551020407,168.5611642857143,1,2,1,1,5,1,1,1,5,1,2
509632,32,76,1,5897142.857142856,14167499.99999999,20064642.85714285,6688214.285714283,1863.223503,55.19166666666664,49.88059183673469,234.4978095238095,1,1,1,1,5,1,5,1,5,1,2
509643,32,76,1,4992857.142857143,8219666.666666664,13212523.81,4404174.603174602,1444.675391156462,44.58667346938776,41.35813605442177,210.7447142857143,1,1,1,1,5,1,1,1,1,1,1
509737,32,76,1,6347142.857142855,3374166.666666666,9721309.523809522,1944261.904761904,2294.941151020408,80.45821265306121,68.09899959183672,266.8671999999999,2,2,1,5,5,5,5,1,5,5,3
509768,32,76,1,7800899.999999996,11475500,19276399.99999999,6425466.666666665,3787.241938775509,104.0805782312925,102.8962074829932,497.3170476190476,1,1,1,1,5,1,1,1,1,1,1
509779,32,76,1,1867714.285714285,1915583.333333333,3783297.619047619,1891648.809523809,2652.558673469388,86.58391326530612,57.06780102040816,347.9583214285713,3,2,1,5,5,5,5,5,1,5,0
509954,32,76,1,3102857.142857142,2484250,5587107.142857142,1396776.785714285,1960.259119897959,63.00682397959185,52.17219387755102,246.9034285714286,2,2,1,1,5,5,1,1,5,1,2
509963,32,76,1,5619428.571428571,10644333.33333332,16263761.90476189,4065940.476190474,1727.755561224489,55.20307653061222,67.95965561224492,190.8527499999999,1,4,1,1,5,1,1,1,5,1,2
509976,32,76,1,1863000,2282583.333333333,4145583.333333333,1381861.111111111,1847.689829931972,75.17079932,39.79353401360543,270.5445,1,4,1,5,5,1,1,1,5,1,1
510032,32,76,1,2332285.714285714,5152083.333333334,7484369.047619049,7484369.047619049,3756.692857142857,109.0725714285714,73.84042857142856,439.1649714285713,1,4,1,5,5,5,1,5,5,1,0
510034,32,76,1,3066428.571428571,4851333.333333333,7917761.904761904,7917761.904761904,4237.559336734694,124.5737244897959,132.1302040816326,568.7258571428571,1,1,1,5,5,5,1,5,5,1,0
510101,32,76,1,4153714.285714287,5325833.333333333,9479547.619,3159849.206349206,2745.710710884354,90.65227551020408,67.50072448979591,375.3195238095237,1,1,1,5,5,1,5,1,5,1,2
510127,32,76,1,2779285.714285715,4612500.000000001,7391785.714285716,1847946.428571429,2291.360382653061,56.61698724489798,102.0537270408163,248.1910714285714,3,4,1,5,5,5,5,1,5,5,2
510130,32,76,1,6537428.571428569,6165000,12702428.57142857,4234142.857142857,3092.125238095238,86.71440476190477,64.99680952,391.2567380952379,1,4,1,5,5,5,5,1,5,1,1
510134,32,76,1,3339857.142857143,6606500.000000001,9946357.142857144,2486589.285714286,1318.810689,47.45328061,42.55396938775509,161.4455714285714,1,1,1,1,5,1,5,1,5,1,2
510140,32,76,1,4315714.285714285,22956916.66666666,27272630.95238094,9090876.984126983,1317.089999999999,37.07952380952381,34.35714285714286,182.5161904761904,1,4,1,1,1,1,1,1,1,1,1
510141,32,76,1,2438571.428571429,2295000,4733571.428571429,946714.2857142856,1542.454469387754,47.60489387755103,45.07624897959183,220.6984857142856,1,4,5,5,5,1,5,1,5,1,3
510185,32,76,1,522000,2462333.333333333,2984333.333333333,2984333.333333333,1756.674285714285,49.32142857142856,17.47642857142856,291.5971428571428,1,4,1,1,5,5,5,5,5,1,0
510283,32,76,1,2248157.142857142,2021691.666666666,4269848.809523809,1067462.202380952,1521.286071428571,51.67417857142857,34.18196428571427,209.1621071428571,1,4,1,5,5,5,5,5,5,1,2
510296,32,76,1,2682857.142857143,3556583.333333333,6239440.476190477,1039906.746031746,1606.028333333333,38.91038095238094,26.36990476190476,265.6322380952379,1,5,1,5,5,1,5,5,5,1,2
510318,32,76,1,1847700,1390666.666666666,3238366.666666666,1619183.333333333,2487.833673469387,61.45859183673469,75.76437244897957,297.6251,2,4,1,5,5,5,5,5,5,5,0
510453,32,76,1,2019857.142857143,6123166.666666666,8143023.809523809,8143023.809523809,3314.202857142857,109.8925,40.88642857142857,517.1038571428572,3,1,1,1,1,1,1,1,5,5,0
510549,32,76,1,3248571.428571429,4192916.666666668,7441488.095238098,1488297.619047619,1791.969591836734,55.81191836734694,46.64853877551019,221.1923857142856,1,4,1,1,5,5,5,1,1,1,3
510557,32,76,1,1898142.857142857,1371566.666666666,3269709.523809523,817427.3809523808,1640.928249999999,39.27519642857141,33.96491071,233.9653392857142,2,4,1,5,5,5,5,1,5,5,2
510571,32,76,1,8314285.714285714,7184666.666666666,15498952.38095238,2583158.730158729,1738.809744897959,48.28499659863946,46.65426530612243,247.0845714285715,1,4,1,1,5,1,5,1,5,1,3
510573,32,76,1,4196571.428571429,4322416.666666666,8518988.095238095,2129747.023809523,1929.246280612245,43.27264897959184,44.07511530612244,219.3824678571428,1,4,1,5,5,1,5,1,5,1,2
510727,32,76,1,8811209.999999996,23711999.99999999,32523209.99999999,5420534.999999999,1754.037134353741,51.52303571428571,39.07566327,226.1876666666666,1,1,1,1,5,1,1,1,5,1,3
510738,32,76,1,14721428.57142857,29384499.99999999,44105928.57142856,8821185.714285713,2915.886795918367,105.3101040816326,82.67073469387753,302.8594999999999,1,1,1,1,1,1,1,1,1,1,3
510876,32,76,1,6345000,6420000,12765000,2127500,1773.966122448979,50.84909829931974,53.24429455782313,222.9764214285713,1,4,1,1,5,1,1,1,1,1,4
510898,32,76,1,5451000,3610666.666666666,9061666.666666668,2265416.666666666,2182.463061224489,74.06911224489797,61.55165561224489,268.7800357142857,1,2,1,5,5,5,5,1,5,1,2
510908,32,76,1,4149857.142857143,3922750,8072607.142857143,2690869.047619048,3824.504081632652,129.3754149659863,88.47272108843536,472.0838571428572,1,4,1,5,5,5,5,1,5,1,1
510953,32,76,1,1954714.285714285,1555166.666666666,3509880.952380952,701976.1904761905,1579.598591836734,50.91564285714286,36.80290816326531,209.4382857142856,1,2,1,5,5,5,5,1,5,1,2
511020,32,76,1,4936414.285714284,7488941.666666664,12425355.95238094,4141785.317460315,3010.102619047619,91.3935,74.84676190476189,437.3777190476191,1,1,1,1,5,1,5,1,1,1,1
511040,32,76,1,3497571.428571428,4282983.333333333,7780554.761904763,1556110.952380952,2017.607714285715,67.29371428571427,35.16057142857142,328.6293142857143,1,4,1,5,5,1,1,1,5,1,3
511045,32,76,1,5164714.285714286,7450416.666666667,12615130.95238095,3153782.738095238,2811.934183673469,85.41565306122448,47.50433928571429,354.2081785714287,1,4,1,5,5,1,1,1,5,1,2
511047,32,76,1,2069700,2140833.333333333,4210533.333333333,1403511.111111111,2585.166343537414,68.75545986394557,50.15044829931973,390.0613238095239,2,4,1,5,5,5,5,1,5,5,2
511052,32,76,1,3632142.857142857,2324916.666666666,5957059.523809523,1489264.881,2260.963367346938,68.08563775510206,60.01639795918367,308.0154642857143,2,2,1,5,5,5,5,1,5,5,2
511067,32,76,1,3300428.571428571,3021166.666666666,6321595.238095238,1580398.809523809,2740.869719387756,74.42147959183676,56.83814540816325,374.6625535714286,3,4,1,1,5,1,1,1,5,5,2
511079,32,76,1,4232142.857142856,4154471.583333334,8386614.440476191,2795538.146825396,2006.051054421768,71.82031564625852,51.97718435,218.0377238095238,1,4,1,1,5,5,1,1,5,1,2
511080,32,76,1,6218571.428571427,16142750,22361321.42857143,4472264.285714286,1982.827163265306,68.96598979591838,33.90988163265305,297.8309399999999,1,1,1,1,5,5,1,1,1,1,2
