URUT,R101,R102,R105,FOOD,NONFOOD,EXPEND,KAPITA,KALORI_KAP,PROTE_KAP,LEMAK_KAP,KARBO_KAP,R1802,R1810A,R2001B,R2001C,R2001D,R2001F,R2001G,R2001H,R2001K,R2001M,Banyak_Anak
514060,32,76,1,2115428.571,2125416.666666666,4240845.238095236,1060211.309523809,2036.870357142857,66.82264285714285,46.58746428571429,270.8421071428571,2,4,5,5,5,1,5,1,5,5,2
514071,32,76,1,2933999.999999999,1832833.333333333,4766833.333333333,1588944.444444444,3109.645795918368,79.69385442,65.6341932,417.7291429,2,4,1,5,5,5,5,1,5,1,1
514073,32,76,1,3131571.428571427,2722166.666666669,5853738.095238097,1463434.523809524,1962.838010204081,55.87704082,50.02190306122447,277.9773571428571,2,2,1,5,5,5,5,1,5,5,3
514094,32,76,1,3278571.428571427,4248333.333333334,7526904.761904763,1505380.952380952,1871.881734693877,58.88021836734694,51.56945306,237.7364714285714,1,4,1,5,5,5,5,1,5,1,3
514102,32,76,1,10529571.42857143,36013083.33333334,46542654.76190477,9308530.952380955,2257.675846938775,69.26584081632654,54.96774489795917,310.2658428571429,1,1,1,1,5,1,1,1,1,1,3
514116,32,76,1,4213714.285714284,9397500,13611214.28571428,4537071.428571428,2084.475952380952,60.77619047619049,39.89702381,301.1946428571428,1,4,1,5,5,1,5,1,5,1,1
514123,32,76,1,2292000,2977583.333333333,5269583.333333333,5269583.333333333,3548.86,128.2615714285714,59.47385714285714,284.6197142857143,1,4,1,1,5,5,5,5,5,1,0
514146,32,76,1,5572714.285714285,6041583.333333333,11614297.61904761,3871432.539682539,2951.103061,73.65553061224493,85.31546598639454,455.2431190476189,1,4,1,5,5,5,5,1,5,1,1
514148,32,76,1,4520999.999999999,4033166.666666666,8554166.666666666,1710833.333333333,1727.720163265306,55.62233265306123,35.48965306122449,254.0836571428571,1,2,1,5,5,5,5,1,5,1,3
514213,32,76,1,5268000,6030166.666666668,11298166.66666666,2824541.666666666,2128.890969387755,72.63365816,67.95153826530614,261.0738749999999,1,2,1,5,5,1,5,1,5,1,2
514218,32,76,1,1635428.571428571,1583083.333333333,3218511.904761905,1609255.952380952,2310.246122448979,66.04590306122446,64.79881122,346.3879999999999,1,4,1,5,5,5,5,5,5,1,0
514225,32,76,1,2163857.142857142,2979833.333333333,5143690.476190475,5143690.476190475,3054.501428571429,120.3282142857142,61.51142857142856,475.6182142857143,1,1,1,1,5,5,5,5,5,1,0
514230,32,76,1,3406285.714285714,3281249.999999999,6687535.714285712,1671883.928571428,1708.633469387754,60.00700255102042,46.83693367346938,235.4961785714286,3,4,1,5,5,5,1,1,5,5,2
514241,32,76,1,3112071.428571429,3375666.666666666,6487738.095238095,3243869.047619047,3372.644183673469,91.81687244897958,69.66412755102041,499.0233214285715,1,4,1,5,5,5,5,1,5,1,1
514257,32,76,1,1835357.142857142,3539916.666666666,5375273.809523809,1791757.936507936,1776.827499999999,43.73030952380952,43.93997619047619,267.1849999999998,1,4,1,5,5,1,5,1,5,1,1
514258,32,76,1,947142.8571,1165999.999999999,2113142.857142856,528285.7142857142,1426.278201530612,39.35331887755101,24.11544897959183,228.9684642857141,2,4,1,5,5,5,5,1,5,5,2
514263,32,76,1,6049542.857142854,9025916.666666668,15075459.52380952,3015091.904761904,2692.292320408163,95.23130693877546,61.67090734693876,346.7258142857143,1,4,1,1,5,1,5,1,5,1,2
514282,32,76,1,6555857.142857141,3444583.333333332,10000440.47619047,2500110.119047618,2409.009132653061,65.85289795918366,61.88419132653062,331.6613035714286,1,4,1,5,5,5,5,1,5,1,2
514292,32,76,1,5237142.857142856,4716300,9953442.857142856,1990688.571428571,1811.752828571428,56.60166734693876,54.50434081632652,234.7332257142857,3,2,1,5,5,5,5,1,5,5,2
514304,32,76,1,1200000,1499800,2699800,2699800,1916.331428571428,31.74428571428571,51.25857142857142,121.0114285714285,1,4,1,5,5,5,5,1,5,1,0
514320,32,76,1,5664000.000000001,19097000,24761000,8253666.666666666,2801.673503,99.15785714285713,67.00821088435374,392.3563333333333,1,4,1,1,5,1,1,1,1,1,1
514338,32,76,1,1550999.999999999,1337999.999999999,2888999.999999999,2888999.999999999,4237.876836734693,119.9962244897959,54.80627551020408,594.2034999999998,1,4,5,5,5,5,5,1,5,5,0
514348,32,76,1,1479428.571,1766316.666666666,3245745.238095237,1081915.079365079,1512.933248299319,62.90345238095237,49.12729931972788,178.5800238095237,1,2,1,5,5,1,5,1,5,1,1
514349,32,76,1,1062857.142857142,2797083.333333333,3859940.476190475,1929970.238095237,1781.475336734694,53.06787142857141,41.97113469387755,279.8304071,1,4,1,5,5,5,5,5,5,1,0
514350,32,76,1,1874142.857142857,2825583.333333333,4699726.19,2349863.095238095,2289.115785714285,63.36424285714285,41.31245714285715,306.4889214285714,1,4,1,5,5,5,5,1,5,1,1
514355,32,76,1,4688271.429,9347916.666666668,14036188.1,2807237.619,1997.485414285714,83.17208857,71.30502285714287,236.28836,1,4,1,5,5,1,5,1,5,1,3
514356,32,76,1,4135285.714285713,2994416.666666667,7129702.381,1782425.595238095,2475.715051020408,76.73152806,49.26029336734693,317.3826785714286,1,4,1,5,5,5,5,1,5,1,2
514364,32,76,1,2055428.571,1719999.999999999,3775428.571,943857.1428571426,2182.443775510203,69.74779081632654,45.83749489795918,309.2621071428571,2,2,1,5,5,5,1,1,5,5,2
514367,32,76,1,1812000,1315833.333333333,3127833.333333333,781958.3333333333,1451.139285714285,62.87651785714285,38.90389285714285,175.4639642857142,2,2,5,5,5,5,5,1,5,5,3
514371,32,76,1,2178857.142857143,1218166.666666666,3397023.809523809,1698511.904761904,2954.671479591837,82.5942602,45.84681122448977,445.8441071,2,2,1,5,5,5,5,1,5,5,0
514375,32,76,1,4369285.714285713,7520416.666666666,11889702.38095238,2972425.595238095,1555.094178571428,69.54862857142857,44.85171428571428,204.9025607142857,1,1,1,5,5,1,5,1,5,1,2
514377,32,76,1,5592428.571428569,6952249.999999999,12544678.57142856,6272339.285714284,3989.904642857142,115.9831428571428,249.4454285714285,298.6270357142857,1,1,1,1,1,1,1,5,1,1,0
514382,32,76,1,3997285.714285715,6710416.666666667,10707702.38095238,3569234.126984128,1727.885986394557,57.54112585034015,44.64058843537416,196.3263333333333,1,1,1,1,5,1,5,1,1,1,1
514384,32,76,1,2478128.571428571,8612283.333333332,11090411.9,5545205.952380952,2237.035229591836,84.35476020408164,49.23613265306122,333.2299285714285,1,4,1,5,5,5,5,5,5,1,1
514395,32,76,1,4191428.571428569,8181333.333333333,12372761.9,12372761.9,2950.502857142857,105.9110714285714,79.10714285714286,427.0564285714285,1,1,1,1,5,1,1,1,1,1,0
514396,32,76,1,4076914.285714285,10831999.99999999,14908914.28571428,7454457.142857141,2286.858035714285,70.98489285714285,56.81350000000001,262.25925,1,1,1,1,5,1,1,1,5,1,1
514400,32,76,1,1737428.571428571,1353833.333333333,3091261.904761904,618252.381,1438.229714285713,40.32822857142856,32.23617142857143,212.8535714285714,1,4,1,5,5,5,5,1,5,1,2
514403,32,76,1,3967714.285714284,6296083.333333334,10263797.61904761,5131898.809523809,3121.640714285714,114.4971428571428,82.92428571428567,380.5798214285715,1,2,1,1,5,1,1,1,1,1,1
514453,32,76,1,1545857.142857142,984750,2530607.142857142,506121.4285714285,1924.130983673469,60.71538816,25.57214612244897,315.0769057142857,3,2,1,5,5,5,5,5,5,5,3
514509,32,76,1,4719857.142857143,4144249.999999998,8864107.142857142,2216026.785714285,2006.970918367347,67.03543367346938,54.96688775510204,265.8944642857142,1,2,1,5,5,5,5,1,5,1,2
514527,32,76,1,8593928.571,12238916.66666666,20832845.23809523,4166569.047619047,2136.907720408163,72.13797265306125,59.79324163265305,285.0189428571428,1,2,1,1,5,1,1,1,1,1,3
514532,32,76,1,2671285.714285714,5570999.999999999,8242285.714285712,1648457.142857142,1432.820142857142,42.33161428571428,38.93322857142856,209.9060857142857,1,2,1,1,5,1,1,1,5,1,3
514552,32,76,1,1385999.999999999,1558916.666666666,2944916.666666666,736229.1666666667,1526.683979591836,54.22211734693878,34.37881122,215.0746785714285,2,4,1,5,5,5,5,1,5,5,2
514588,32,76,1,4585328.571428571,3988083.333333333,8573411.904761905,2857803.968253968,2126.147244897958,63.59116326530612,56.29005102040816,276.8244047619047,1,4,1,5,5,5,5,1,5,1,1
514645,32,76,1,3324000,3943916.666666668,7267916.666666667,1453583.333333333,1897.907816326531,65.00947959183675,48.17248775510204,259.3730285714285,1,4,1,5,5,5,5,1,5,1,3
514665,32,76,1,5688428.571428567,10917833.33333333,16606261.90476189,4151565.476190474,2603.771150510204,80.55395867,57.74187346938776,365.0658107142857,1,2,1,1,5,1,1,1,1,1,2
514728,32,76,1,2157000,2644833.333333333,4801833.333333333,1600611.111111111,2018.692499999999,62.14385714285712,48.31514285714286,257.086619,2,4,1,5,5,5,5,5,5,5,1
514731,32,76,1,1901142.857142857,1644083.333333333,3545226.190476191,1772613.095238095,2176.556071428571,65.52857142857142,51.25874999999999,265.5775,3,4,5,5,5,5,5,5,5,5,0
514735,32,76,1,2110285.714285714,2949083.333333333,5059369.047619046,2529684.523809523,2544.450194,80.03458878,52.87526122448979,376.6194357142855,1,4,1,5,5,5,5,1,5,1,0
514754,32,76,1,2223428.571428571,3709249.999999999,5932678.571,2966339.285714285,2311.957142857143,72.30275,56.68485714285714,334.0581785714285,1,2,1,5,5,5,5,1,5,1,0
514761,32,76,1,6947485.714285715,7323416.666666667,14270902.38095238,3567725.595238096,3268.668724489794,112.6508265306122,89.84354591836735,421.1220357142856,1,1,1,5,5,1,5,1,5,1,2
514772,32,76,1,3080271.428571428,5876749.999999999,8957021.428571427,1492836.904761904,1287.549285714285,42.66654761904764,37.72182142857142,163.7073095238095,1,3,1,1,5,1,1,1,1,1,2
514808,32,76,1,2303142.857142858,1731000,4034142.857142858,1008535.714285714,2231.092780612244,64.24248979591837,50.06207142857142,315.9441607142857,1,4,1,5,5,5,5,1,5,1,2
514829,32,76,1,2872028.571428571,2027500,4899528.571428571,1224882.142857142,1935.149591836734,54.13318622448981,56.66618877551019,265.2600000000001,1,2,1,5,5,5,5,1,5,1,2
514846,32,76,1,2550000,2061916.666666666,4611916.666666666,1152979.166666666,2088.747270408163,58.39548214285713,47.38517602040816,311.2800535714285,1,4,1,5,5,5,5,1,5,1,2
514882,32,76,1,4182428.571,3740583.333333333,7923011.904761902,2641003.968253967,2091.422939,60.91728299319727,68.45103605442173,289.0568476190475,2,1,1,5,5,1,5,1,5,1,1
514902,32,76,1,3580200,3953399.999999999,7533599.999999999,2511199.999999999,2904.099394557823,81.53998299319728,74.48832789115647,408.0554761904763,3,4,1,5,5,5,5,1,5,5,1
514909,32,76,1,4272000,4240166.666666666,8512166.666666668,2128041.666666666,1975.784375,63.45482142857144,51.47810714285714,293.0616964285714,1,4,1,5,5,5,5,1,1,1,2
514921,32,76,1,5588571.428571429,4465166.666666666,10053738.09523809,3351246.031746031,2198.993170068027,73.10352789115647,72.88356054421767,216.8713047619047,1,4,1,5,5,1,5,1,5,1,1
514935,32,76,1,2801142.857142857,3266083.333333333,6067226.190476191,3033613.095238095,2345.634999999999,87.23835714285714,43.80928571,282.6514999999999,3,4,1,5,5,5,5,1,5,5,0
514938,32,76,1,2637857.142857142,3273166.666666666,5911023.809523809,1970341.269841269,2285.405578231292,64.94483673469387,44.38910204081633,377.0239047619047,2,2,1,5,5,1,5,1,5,5,1
514939,32,76,1,6489428.571428569,7588416.666666667,14077845.23809523,3519461.309523809,1900.450357142857,84.23652755102037,61.05486020408163,202.3001142857143,1,1,1,1,5,1,5,1,5,1,2
514942,32,76,1,2506200,1598966.666666666,4105166.666666666,1368388.888888888,2237.856013605442,61.86482653061226,46.14261156462585,315.7400285714285,2,2,1,5,5,5,5,1,5,5,1
514945,32,76,1,6732518.571428571,7200250,13932768.57142857,4644256.19,1891.474421768707,56.57595238095236,66.14524489795917,201.9817619047619,3,3,1,1,5,5,5,1,5,5,1
514946,32,76,1,5692285.714285715,11638516.66666666,17330802.38095238,4332700.595238096,2104.498125,77.47053571428572,43.31605357142857,292.7256607142857,1,4,1,1,5,1,5,1,5,1,2
514954,32,76,1,3058285.714285715,7301891.666666666,10360177.38095238,5180088.690476191,1259.920357142857,57.99499999999999,23.72553571428571,143.0516071428571,1,1,1,1,5,1,5,1,5,1,0
514958,32,76,1,4652142.857142857,4823166.666666668,9475309.523809526,1895061.904761905,2107.189163265306,73.98061836734692,62.80019591836736,275.8423999999998,2,1,1,5,5,5,1,1,5,5,3
514960,32,76,1,7667571.428571429,7706499.999999999,15374071.42857142,3843517.857142857,2387.836339285714,73.91053571428571,53.63575,324.8875178571429,1,1,1,1,5,1,1,1,5,1,2
514967,32,76,1,2181428.571,2267583.333333333,4449011.904761904,1483003.968253968,1485.402380952381,44.28597619047618,37.20190476190475,229.9448571428571,1,4,1,5,5,5,5,1,5,1,1
514968,32,76,1,3173400,3602333.333333332,6775733.333333333,3387866.666666666,2393.661887755101,66.38882755102038,51.06445816326531,322.9338071,1,4,1,5,5,5,1,1,5,1,0
514970,32,76,1,2933400,3417749.999999999,6351150,3175575,1977.3375,48.50267857142858,31.02810714285714,264.2216428571428,2,1,1,5,5,1,5,1,5,5,0
514980,32,76,1,3294857.142857143,4245750,7540607.142857143,2513535.714285714,2265.027891156461,63.30703061,118.9900408163265,233.7932857142857,1,4,1,5,5,1,5,1,5,1,1
515026,32,76,1,2194714.285714285,1664983.333333332,3859697.619047618,1286565.873015872,2604.692857142857,64.76290476190476,46.60021428571429,405.0791428571428,3,4,1,5,5,5,5,1,5,5,1
515097,32,76,1,3214285.714285715,5282750,8497035.714285715,2832345.238095238,1796.757891156462,54.54741156462586,36.89551700680272,226.8131666666666,2,4,1,5,5,1,5,5,5,5,2
515121,32,76,1,6269571.428571427,11729916.66666666,17999488.09523809,4499872.023809524,2266.953086734693,63.33854591836735,68.66634694,301.5104821,1,4,1,1,5,1,1,1,1,1,0
515122,32,76,1,2291571.428571429,3114499.999999999,5406071.428571429,1081214.285714285,1616.219857142857,40.64461428571428,37.79814285714284,259.5024571428571,2,4,1,5,5,5,5,1,5,5,3
515123,32,76,1,5565428.571428571,5039750,10605178.57142857,3535059.523809524,2736.336241496599,103.0924421768707,92.93376530612244,327.9618571428572,3,2,1,5,5,5,1,1,5,5,1
515130,32,76,1,2633142.857142855,2861083.333333333,5494226.190476189,1831408.730158729,3140.072387755101,80.15208707482994,62.96898911564626,425.4645666666668,1,4,1,5,5,5,5,1,5,1,1
515161,32,76,1,3569999.999999999,5398416.666666665,8968416.666666664,2989472.222222221,2670.205238095237,76.70485714285715,58.88190476190474,309.7781904761904,1,2,1,5,5,1,5,1,5,5,2
515167,32,76,1,2635714.285714285,2988000,5623714.285714285,1124742.857142857,1618.811428571428,42.47912857142858,40.37045714285714,220.6639142857143,1,1,1,5,5,5,1,1,5,1,3
515170,32,76,1,1289340,3059500,4348840,4348840,2831.542448979592,79.14427551020408,59.08265306122449,464.0528571428571,1,4,1,5,5,5,5,1,5,1,0
515175,32,76,1,2721428.571428571,4593166.666666669,7314595.238,3657297.619,2781.585622448979,87.56801020408167,56.65359693877551,368.8435714285715,1,4,1,5,5,1,5,1,5,1,1
515180,32,76,1,12559671.42857142,21993166.66666666,34552838.09523808,5758806.349206347,2289.957074829931,92.21102551020408,82.19171768707481,283.6945714285714,1,1,1,1,5,1,1,1,1,1,4
515210,32,76,1,2712428.571428572,2232916.666666666,4945345.238095238,989069.0476190478,1650.850163265305,50.83646122448978,47.90448163265305,200.6542571,1,4,1,5,5,1,5,1,5,1,3
515224,32,76,1,2880557.142857143,5592583.333333333,8473140.476190478,4236570.238095238,2604.791173469387,71.24059183673472,62.17005102040814,346.4341428571428,3,2,1,5,5,1,5,1,5,5,1
515227,32,76,1,5939142.857142855,9832416.666666664,15771559.52380951,5257186.507936506,1995.759785714285,64.20233333333331,48.27671428571429,254.4646190476191,1,1,1,1,5,1,1,1,1,1,1
515228,32,76,1,2535000,2909916.666666666,5444916.666666667,1814972.222222222,2227.572381,61.86157142857145,39.03399999999999,342.5034761904761,1,4,1,5,5,1,5,1,5,1,1
515242,32,76,1,5196000,6111416.666666662,11307416.66666666,2826854.166666665,2126.501739795918,69.19450867,58.34536633,288.3789285714286,1,4,1,5,5,1,5,1,5,1,2
515243,32,76,1,5854714.285714285,5089500,10944214.28571428,3648071.428571428,2936.630085034014,85.55888775510206,78.4314898,425.8691476190475,1,2,1,1,5,1,5,1,5,1,1
515248,32,76,1,8075999.999999997,7308849.999999999,15384849.99999999,5128283.333333332,2697.536649659864,90.33087755102044,67.67726530612245,378.8548095238097,1,4,1,5,5,5,1,1,1,1,1
515258,32,76,1,2930571.428571429,3369916.666666666,6300488.095238095,1575122.023809523,2237.249668367347,72.81341224489795,43.43792704081631,324.9755678571428,1,4,1,5,5,1,5,1,5,1,2
515260,32,76,1,2195142.857142857,4203916.666666666,6399059.523809524,1599764.880952381,1457.746647448979,40.54967091836734,27.54245408163264,235.3150714285714,1,4,1,5,5,5,5,1,5,1,1
515304,32,76,1,4682571.428571428,3380916.666666668,8063488.095238097,2687829.365079365,3427.117108843537,96.53198299319727,88.74096598639457,445.1079285714284,1,4,1,5,5,5,5,1,5,1,1
515321,32,76,1,4428471.428571429,6727999.999999999,11156471.42857142,2231294.285714285,2157.878933,76.27280244897958,59.61512571428571,263.6661314285713,1,1,1,1,5,1,5,1,1,1,3
515338,32,76,1,4101857.142857143,11212083.33333333,15313940.47619047,3828485.119047618,2047.255867346939,75.17764795918364,54.44326020408163,262.1690857142858,1,4,1,5,5,1,5,5,5,1,2
515359,32,76,1,2313428.571428571,5741083.333333333,8054511.904761905,2684837.301587301,1691.547833333333,54.40642857142858,36.30323809523809,194.1894476190476,1,4,1,5,5,5,5,1,5,1,1
